timestamp,float data,int data,bool data
2022-02-08 14:26:37.283978,0.4783396800638562,129,0
2022-02-08 14:26:37.335943,0.0959064983645257,131,0
2022-02-08 14:26:37.390064,0.3123363889296914,281,1
2022-02-08 14:26:37.442380,0.48289133872259105,355,0
2022-02-08 14:26:37.494627,0.39734548256275204,91,0
2022-02-08 14:26:37.547313,0.6996113729179826,58,0
2022-02-08 14:26:37.599491,0.6265338402355751,303,0
2022-02-08 14:26:37.652250,0.5841049145751761,91,1
2022-02-08 14:26:37.704792,0.7497291220902753,79,0
2022-02-08 14:26:37.756907,0.5814409826796691,319,1
2022-02-08 14:26:37.810821,0.8772761281006848,346,0
2022-02-08 14:26:37.864483,0.6759490516273784,275,1
2022-02-08 14:26:37.916813,0.0001405106443386206,28,1
2022-02-08 14:26:37.969419,0.23823970141232065,39,0
2022-02-08 14:26:38.022096,0.9157065646562889,302,1
2022-02-08 14:26:38.074944,0.2749557927983387,260,1
2022-02-08 14:26:38.127949,0.06761747837266341,121,1
2022-02-08 14:26:38.181069,0.4636752499579775,137,0
2022-02-08 14:26:38.234298,0.040062658876250046,332,1
2022-02-08 14:26:38.286456,0.03145046999882184,151,1
2022-02-08 14:26:38.339933,0.0013387425757532823,13,1
2022-02-08 14:26:38.393004,0.2322663950359759,309,1
2022-02-08 14:26:38.446311,0.5413197208117516,89,0
2022-02-08 14:26:38.498379,0.5718224826998163,251,0
2022-02-08 14:26:38.550737,0.3691179827310742,20,0
2022-02-08 14:26:38.603044,0.14581630985790361,103,1
2022-02-08 14:26:38.656020,0.3173594524028901,58,1
2022-02-08 14:26:38.708084,0.5539982792573521,321,1
2022-02-08 14:26:38.760109,0.5284816270409989,218,0
2022-02-08 14:26:38.813380,0.9371163328234171,332,0
2022-02-08 14:26:38.866062,0.5238601882715687,215,0
2022-02-08 14:26:38.919036,0.38347922094273756,133,0
2022-02-08 14:26:38.971699,0.6075700081227587,298,0
2022-02-08 14:26:39.024096,0.8811517120773715,121,1
2022-02-08 14:26:39.076788,0.8811384697574488,97,1
2022-02-08 14:26:39.130365,0.166875209000387,60,0
2022-02-08 14:26:39.183898,0.70485312961608,18,1
2022-02-08 14:26:39.236816,0.7988926194150643,243,1
2022-02-08 14:26:39.290505,0.9427976229994747,40,1
2022-02-08 14:26:39.343583,0.9600515976936213,66,1
2022-02-08 14:26:39.396689,0.29097397529143765,13,0
2022-02-08 14:26:39.448810,0.6366229631833347,124,0
2022-02-08 14:26:39.501817,0.9484834488301831,293,1
2022-02-08 14:26:39.553786,0.2032205195371416,97,0
2022-02-08 14:26:39.607964,0.22875840872433462,82,0
2022-02-08 14:26:39.661929,0.6415930506933586,287,1
2022-02-08 14:26:39.714997,0.3082675096765678,84,1
2022-02-08 14:26:39.768751,0.6865809850055405,290,1
2022-02-08 14:26:39.821238,0.4944869638361489,302,1
2022-02-08 14:26:39.873630,0.6120408322296738,196,1
2022-02-08 14:26:39.925515,0.16845851987284544,76,0
2022-02-08 14:26:39.977769,0.11827678179015289,62,1
2022-02-08 14:26:40.030886,0.3073579489053496,274,1
2022-02-08 14:26:40.084390,0.8101428285277004,293,0
2022-02-08 14:26:40.136790,0.2993083821442071,216,1
2022-02-08 14:26:40.191731,0.4934182982187344,343,1
2022-02-08 14:26:40.244064,0.28481002936132305,209,0
2022-02-08 14:26:40.297174,0.5932220290179592,313,1
2022-02-08 14:26:40.349472,0.33215593865724635,305,1
2022-02-08 14:26:40.402749,0.6198296589955046,272,0
2022-02-08 14:26:40.455583,0.1276762409908745,150,1
2022-02-08 14:26:40.508072,0.8256449783912034,302,1
2022-02-08 14:26:40.560110,0.758812238404429,25,0
2022-02-08 14:26:40.612497,0.6064143408682476,293,1
2022-02-08 14:26:40.664451,0.2529828064372661,38,1
2022-02-08 14:26:40.664451,0.2529828064372661,38,1
2022-02-08 14:26:40.717599,0.29426928830933685,150,1
2022-02-08 14:26:40.770957,0.27811732765204367,126,1
2022-02-08 14:26:40.823409,0.9215211290240537,232,1
2022-02-08 14:26:40.875764,0.850630887932315,344,1
2022-02-08 14:26:40.927520,0.8669449840799508,236,1
2022-02-08 14:26:40.979844,0.28261497298447713,347,1
2022-02-08 14:26:41.032261,0.7924558731466751,28,0
2022-02-08 14:26:41.084686,0.735986012361927,350,0
2022-02-08 14:26:41.137119,0.6603940489764701,104,1
2022-02-08 14:26:41.189330,0.6873732337197318,272,1
2022-02-08 14:26:41.241900,0.9930116549045015,69,1
2022-02-08 14:26:41.294151,0.8573373628191976,295,1
2022-02-08 14:26:41.346534,0.7072646779370879,168,1
2022-02-08 14:26:41.400040,0.11056869822471826,215,1
2022-02-08 14:26:41.453321,0.26211496058107786,53,1
2022-02-08 14:26:41.506455,0.44470703729407735,183,1
2022-02-08 14:26:41.559036,0.8657497226833585,138,1
2022-02-08 14:26:41.612154,0.3789597375144229,177,0
2022-02-08 14:26:41.664928,0.9038621978441304,304,1
2022-02-08 14:26:41.718057,0.9103823953123593,285,1
2022-02-08 14:26:41.770717,0.43556056646928076,38,1
2022-02-08 14:26:41.823017,0.24883723689348458,358,1
2022-02-08 14:26:41.875695,0.01645956994246678,113,1
2022-02-08 14:26:41.929801,0.6748581336411693,172,0
2022-02-08 14:26:41.983085,0.7938587197767758,310,1
2022-02-08 14:26:42.035372,0.4965111744439402,100,1
2022-02-08 14:26:42.087458,0.028120266528464,199,1
2022-02-08 14:26:42.139985,0.17309738108743744,108,0
2022-02-08 14:26:42.192852,0.22841028208269376,326,1
2022-02-08 14:26:42.248582,0.890577595566543,196,0
2022-02-08 14:26:42.302555,0.6069096431030431,199,0
2022-02-08 14:26:42.356078,0.8198212134992193,336,0
2022-02-08 14:26:42.409820,0.22696611394749477,315,1
2022-02-08 14:26:42.463331,0.13788954191805813,123,0
2022-02-08 14:26:42.516777,0.01383790106008409,202,0
2022-02-08 14:26:42.570152,0.8679852776775046,251,0
2022-02-08 14:26:42.624055,0.7711012734857294,238,0
2022-02-08 14:26:42.677847,0.9782740349644261,86,1
2022-02-08 14:26:42.731675,0.19011215350698063,95,1
2022-02-08 14:26:42.785288,0.24199456620128768,290,1
2022-02-08 14:26:42.839725,0.050423130265379146,327,1
2022-02-08 14:26:42.893214,0.3705216315126548,36,1
2022-02-08 14:26:42.946957,0.5143923488027664,290,0
2022-02-08 14:26:43.000723,0.269317187104231,266,0
2022-02-08 14:26:43.054542,0.7064657527879219,221,0
2022-02-08 14:26:43.107933,0.39230878215225307,77,0
2022-02-08 14:26:43.161929,0.9391520673514774,337,0
2022-02-08 14:26:43.216013,0.08567307982192751,101,1
2022-02-08 14:26:43.269999,0.11938842503700198,279,0
2022-02-08 14:26:43.323332,0.6074040983649361,176,1
2022-02-08 14:26:43.377322,0.46749010943036984,243,1
2022-02-08 14:26:43.431087,0.1321489385856789,315,1
2022-02-08 14:26:43.485345,0.7253020438929777,197,1
2022-02-08 14:26:43.539654,0.8029537643844789,138,0
2022-02-08 14:26:43.594718,0.7637129174796216,120,1
2022-02-08 14:26:43.648418,0.02505261936591463,346,0
2022-02-08 14:26:43.702197,0.8020808828587037,32,1
2022-02-08 14:26:43.756019,0.1430848967443894,357,1
2022-02-08 14:26:43.809548,0.836844218804451,231,1
2022-02-08 14:26:43.863365,0.9672223199527293,219,1
2022-02-08 14:26:43.917140,0.6337577731128761,337,1
2022-02-08 14:26:43.971038,0.3894144764055414,183,0
2022-02-08 14:26:44.024024,0.29341472623092113,156,0
2022-02-08 14:26:44.077893,0.24594259714021072,171,1
2022-02-08 14:26:44.130710,0.740361652007937,160,0
2022-02-08 14:26:44.183181,0.8921513029291666,96,0
2022-02-08 14:26:44.235896,0.805138215202336,44,0
2022-02-08 14:26:44.289520,0.33979082555878515,32,1
2022-02-08 14:26:44.342988,0.05117548113843129,196,0
2022-02-08 14:26:44.395175,0.4298039284884634,125,0
2022-02-08 14:26:44.447319,0.4450730619152763,234,1
2022-02-08 14:26:44.499502,0.8557544222667448,43,0
2022-02-08 14:26:44.551915,0.5652765972915534,169,0
2022-02-08 14:26:44.604234,0.7334375482435754,89,0
2022-02-08 14:26:44.656723,0.39783535310644147,105,0
2022-02-08 14:26:44.710751,0.0485229978964129,327,1
2022-02-08 14:26:44.764428,0.058129229736089805,124,1
2022-02-08 14:26:44.818110,0.0375310775852119,33,1
2022-02-08 14:26:44.871425,0.6769370008865245,303,0
2022-02-08 14:26:44.925019,0.7562535292388923,244,0
2022-02-08 14:26:44.978688,0.0800175229672756,322,1
2022-02-08 14:26:45.032566,0.5235082446089232,18,0
2022-02-08 14:26:45.086206,0.914906147180108,135,0
2022-02-08 14:26:45.141486,0.20707834843158957,324,1
2022-02-08 14:26:45.195118,0.35015876210108654,205,0
2022-02-08 14:26:45.248082,0.2409285774541774,48,0
2022-02-08 14:26:45.300925,0.05296267302391666,89,1
2022-02-08 14:26:45.353537,0.6535141158061026,240,0
2022-02-08 14:26:45.406395,0.04276006180210523,296,1
2022-02-08 14:26:45.459100,0.7162168876490115,277,1
2022-02-08 14:26:45.512145,0.3642052894494908,120,1
2022-02-08 14:26:45.566348,0.24753259309416098,176,1
2022-02-08 14:26:45.619903,0.20148725696515435,262,0
2022-02-08 14:26:45.619903,0.20148725696515435,262,0
2022-02-08 14:26:45.673306,0.48714907928548545,116,0
2022-02-08 14:26:45.726871,0.17423374067465514,61,0
2022-02-08 14:26:45.778686,0.5049042699715215,83,0
2022-02-08 14:26:45.831022,0.893936717731771,37,1
2022-02-08 14:26:45.883548,0.8819415125781829,130,1
2022-02-08 14:26:45.935808,0.8139726909607963,163,1
2022-02-08 14:26:45.988285,0.9497168432032126,30,1
2022-02-08 14:26:46.040807,0.3056723690057461,267,1
2022-02-08 14:26:46.093441,0.22070909847861642,9,0
2022-02-08 14:26:46.147976,0.433090745662417,217,0
2022-02-08 14:26:46.201669,0.5582608337876787,352,0
2022-02-08 14:26:46.255322,0.41144210333863107,88,1
2022-02-08 14:26:46.308565,0.3015863360896678,320,1
2022-02-08 14:26:46.362225,0.3609437091755965,333,0
2022-02-08 14:26:46.415929,0.8660935794191316,15,1
2022-02-08 14:26:46.469748,0.8524628330000767,200,0
2022-02-08 14:26:46.524154,0.16664882368470924,350,0
2022-02-08 14:26:46.579808,0.1899306073189262,164,1
2022-02-08 14:26:46.631868,0.207883463000894,128,1
2022-02-08 14:26:46.685722,0.029530757458473555,287,0
2022-02-08 14:26:46.739850,0.1312860353598042,347,1
2022-02-08 14:26:46.793521,0.46876127364618536,158,1
2022-02-08 14:26:46.847139,0.5516632139433015,43,0
2022-02-08 14:26:46.900888,0.36324961808302936,169,0
2022-02-08 14:26:46.954291,0.5354832572075697,142,1
2022-02-08 14:26:47.007578,0.6870339947420977,339,1
2022-02-08 14:26:47.061027,0.6842062769478146,120,1
2022-02-08 14:26:47.114300,0.14082485757004704,311,1
2022-02-08 14:26:47.167916,0.8489154610047149,92,0
2022-02-08 14:26:47.221069,0.23197181322520366,103,0
2022-02-08 14:26:47.274319,0.5669949421376247,157,1
2022-02-08 14:26:47.327620,0.32264785643327165,85,0
2022-02-08 14:26:47.379663,0.3606407224591581,108,1
2022-02-08 14:26:47.432954,0.8338834376166635,225,0
2022-02-08 14:26:47.485138,0.09412689505292482,18,1
2022-02-08 14:26:47.537648,0.03691903277289288,20,0
2022-02-08 14:26:47.590587,0.7510648761598914,49,1
2022-02-08 14:26:47.643439,0.5298600564914259,123,0
2022-02-08 14:26:47.697354,0.8333194269323129,322,0
2022-02-08 14:26:47.751338,0.4709368521259535,175,0
2022-02-08 14:26:47.805299,0.1312729919424549,299,0
2022-02-08 14:26:47.859216,0.6921456042829467,337,0
2022-02-08 14:26:47.913230,0.22720248055458048,43,0
2022-02-08 14:26:47.966963,0.9506712960602568,284,0
2022-02-08 14:26:48.022874,0.3477404318095362,30,0
2022-02-08 14:26:48.076678,0.8550370715811081,162,0
2022-02-08 14:26:48.130026,0.7845792469060937,210,0
2022-02-08 14:26:48.183460,0.1401578550378625,360,1
2022-02-08 14:26:48.236532,0.05700153083993664,259,0
2022-02-08 14:26:48.290173,0.0003465810566167793,356,1
2022-02-08 14:26:48.342708,0.9666091826860064,309,1
2022-02-08 14:26:48.394756,0.5278334141138362,316,0
2022-02-08 14:26:48.447039,0.9304410472079107,346,1
2022-02-08 14:26:48.499704,0.03062592560967181,19,0
2022-02-08 14:26:48.551833,0.4792673893341497,140,0
2022-02-08 14:26:48.603988,0.2376047743100972,258,1
2022-02-08 14:26:48.656481,0.4063477045327776,159,1
2022-02-08 14:26:48.708684,0.7158225316473165,64,1
2022-02-08 14:26:48.761450,0.18505367929348893,231,0
2022-02-08 14:26:48.813513,0.43852587720173675,115,1
2022-02-08 14:26:48.866640,0.29731587704597773,46,0
2022-02-08 14:26:48.918980,0.06134774033421164,278,1
2022-02-08 14:26:48.971441,0.7334869927338066,329,0
2022-02-08 14:26:49.023867,0.24220396620260753,343,0
2022-02-08 14:26:49.076313,0.9159913560125893,334,0
2022-02-08 14:26:49.128858,0.7808511071300881,130,0
2022-02-08 14:26:49.182790,0.9387396275503314,77,0
2022-02-08 14:26:49.236594,0.8318799748582455,143,1
2022-02-08 14:26:49.288874,0.7264174644899226,133,0
2022-02-08 14:26:49.340973,0.4012843517700503,29,1
2022-02-08 14:26:49.392962,0.3815739551841004,142,0
2022-02-08 14:26:49.445262,0.3504604712614283,256,0
2022-02-08 14:26:49.497445,0.2868909281104731,278,1
2022-02-08 14:26:49.549622,0.9414845566375818,342,0
2022-02-08 14:26:49.601723,0.7002216925277893,233,0
2022-02-08 14:26:49.653964,0.8930662271139506,140,1
2022-02-08 14:26:49.706142,0.10164641963694743,138,1
2022-02-08 14:26:49.759130,0.1122903101942554,273,0
2022-02-08 14:26:49.810994,0.8407600391897653,295,1
2022-02-08 14:26:49.864612,0.8388561862496638,104,1
2022-02-08 14:26:49.918236,0.8575404252021824,345,0
2022-02-08 14:26:49.970984,0.518050771042942,324,0
2022-02-08 14:26:50.023085,0.40099437543048677,301,0
2022-02-08 14:26:50.075421,0.7972606473077365,313,0
2022-02-08 14:26:50.127476,0.8615480760252046,349,0
2022-02-08 14:26:50.179330,0.8882644622425152,269,0
2022-02-08 14:26:50.231893,0.6235933651893089,310,1
2022-02-08 14:26:50.285340,0.5585425478670971,63,1
2022-02-08 14:26:50.338358,0.3655578114247925,132,0
2022-02-08 14:26:50.390879,0.7075807952304853,45,1
2022-02-08 14:26:50.443185,0.4819534430407757,34,0
2022-02-08 14:26:50.495347,0.9236854015887521,215,0
2022-02-08 14:26:50.547558,0.3243554571409636,112,1
2022-02-08 14:26:50.601126,0.06859803019023902,152,1
2022-02-08 14:26:50.654969,0.7588779950007928,166,0
2022-02-08 14:26:50.654969,0.7588779950007928,166,0
2022-02-08 14:26:50.707373,0.3509122752499496,100,0
2022-02-08 14:26:50.761502,0.08665747464090867,195,1
2022-02-08 14:26:50.813539,0.6236933083252296,351,1
2022-02-08 14:26:50.865904,0.42897959513415274,159,1
2022-02-08 14:26:50.918551,0.32343496882504963,329,1
2022-02-08 14:26:50.971187,0.8670772394587207,356,0
2022-02-08 14:26:51.023347,0.900824143861189,27,0
2022-02-08 14:26:51.076943,0.41409072523078916,292,1
2022-02-08 14:26:51.128944,0.9714465262975265,30,1
2022-02-08 14:26:51.181328,0.5741583033646535,76,1
2022-02-08 14:26:51.234164,0.8427617661509905,352,0
2022-02-08 14:26:51.286630,0.5310929332320478,108,0
2022-02-08 14:26:51.339126,0.5635581554475396,357,1
2022-02-08 14:26:51.391121,0.21579088094357446,111,0
2022-02-08 14:26:51.443304,0.2717785201106093,227,1
2022-02-08 14:26:51.495581,0.9915045386830956,235,1
2022-02-08 14:26:51.547843,0.07933364120517561,152,0
2022-02-08 14:26:51.600192,0.14645233587243633,313,1
2022-02-08 14:26:51.652544,0.11713583935030536,117,0
2022-02-08 14:26:51.705275,0.39826594382015224,119,1
2022-02-08 14:26:51.757430,0.01798018898648157,209,0
2022-02-08 14:26:51.811213,0.415031436436876,49,1
2022-02-08 14:26:51.863206,0.07576974708457507,293,1
2022-02-08 14:26:51.915444,0.4593327431422608,256,0
2022-02-08 14:26:51.967514,0.9341245899633495,268,1
2022-02-08 14:26:52.019785,0.849100757748162,12,1
2022-02-08 14:26:52.073182,0.3559824957408898,219,1
2022-02-08 14:26:52.126758,0.5025350118566274,53,1
2022-02-08 14:26:52.179055,0.1566937991990559,65,1
2022-02-08 14:26:52.231286,0.627524950384492,210,0
2022-02-08 14:26:52.283542,0.9479951767263232,136,0
2022-02-08 14:26:52.335715,0.27635077960917187,204,0
2022-02-08 14:26:52.387765,0.8777226410877903,327,0
2022-02-08 14:26:52.440083,0.6556788376146383,71,1
2022-02-08 14:26:52.492095,0.16740989399740946,133,0
2022-02-08 14:26:52.544858,0.9415557978993802,264,1
2022-02-08 14:26:52.598056,0.5459733856742889,298,0
2022-02-08 14:26:52.650739,0.8861947056575924,288,0
2022-02-08 14:26:52.704968,0.5394006314377767,228,0
2022-02-08 14:26:52.758041,0.6501984345965771,176,1
2022-02-08 14:26:52.811107,0.14442592990996284,351,0
2022-02-08 14:26:52.863400,0.2321001700567873,27,1
2022-02-08 14:26:52.915860,0.008159052484265517,126,1
2022-02-08 14:26:52.967682,0.13505550414154888,307,0
2022-02-08 14:26:53.020065,0.3035883036886502,8,1
2022-02-08 14:26:53.072175,0.7026229963463885,209,0
2022-02-08 14:26:53.124351,0.7614000937387289,342,1
2022-02-08 14:26:53.176686,0.2225745054421686,201,1
2022-02-08 14:26:53.229004,0.14969157654578347,107,1
2022-02-08 14:26:53.280923,0.03329791133717319,249,1
2022-02-08 14:26:53.332949,0.30093862685631834,23,1
2022-02-08 14:26:53.384999,0.5614087989942219,147,1
2022-02-08 14:26:53.437191,0.936880419058907,12,0
2022-02-08 14:26:53.489217,0.4533111353946121,36,1
2022-02-08 14:26:53.541216,0.8941059380375436,22,1
2022-02-08 14:26:53.593713,0.5830958923743609,265,0
2022-02-08 14:26:53.645921,0.42072598178880394,235,1
2022-02-08 14:26:53.698815,0.7767482759494609,310,1
2022-02-08 14:26:53.752128,0.6519656776983788,43,0
2022-02-08 14:26:53.805288,0.762013415823545,298,1
2022-02-08 14:26:53.859253,0.8451794739713232,113,0
2022-02-08 14:26:53.911358,0.0700566898094187,97,0
2022-02-08 14:26:53.963685,0.43263378520226203,12,0
2022-02-08 14:26:54.015723,0.898027654287737,328,0
2022-02-08 14:26:54.067703,0.02483427929317139,253,1
2022-02-08 14:26:54.119686,0.3026974516662657,153,1
2022-02-08 14:26:54.173512,0.5108212051373775,332,0
2022-02-08 14:26:54.227327,0.27827789737743247,191,0
2022-02-08 14:26:54.280665,0.11992859298405911,312,1
2022-02-08 14:26:54.334348,0.8445884710057382,307,0
2022-02-08 14:26:54.388028,0.5336380221361307,292,1
2022-02-08 14:26:54.441809,0.20000898566388403,223,0
2022-02-08 14:26:54.496601,0.8853168107117037,190,0
2022-02-08 14:26:54.550644,0.321132073392455,197,0
2022-02-08 14:26:54.604166,0.6060979573446686,285,0
2022-02-08 14:26:54.656510,0.507360267961423,231,1
2022-02-08 14:26:54.708802,0.31166415895139765,263,0
2022-02-08 14:26:54.760981,0.5954558878687547,46,1
2022-02-08 14:26:54.813557,0.004079291952956865,227,0
2022-02-08 14:26:54.866762,0.45642132282729697,323,1
2022-02-08 14:26:54.918979,0.5639432535065521,36,0
2022-02-08 14:26:54.971276,0.23609498841238874,40,0
2022-02-08 14:26:55.023435,0.02308290440838967,350,0
2022-02-08 14:26:55.077510,0.03705473138215809,128,1
2022-02-08 14:26:55.130617,0.18109587840470287,217,1
2022-02-08 14:26:55.183570,0.9019774000699443,267,1
2022-02-08 14:26:55.236607,0.6568705716673124,117,0
2022-02-08 14:26:55.290629,0.9928099542124756,283,1
2022-02-08 14:26:55.344168,0.2658785287119334,19,1
2022-02-08 14:26:55.398095,0.6884446417451902,286,0
2022-02-08 14:26:55.451627,0.03730178359389147,307,0
2022-02-08 14:26:55.506151,0.0532889835987409,267,1
2022-02-08 14:26:55.559643,0.9208516192365676,115,1
2022-02-08 14:26:55.611853,0.9562574336960752,57,0
2022-02-08 14:26:55.664569,0.7589305716155272,170,0
2022-02-08 14:26:55.664569,0.7589305716155272,170,0
2022-02-08 14:26:55.716624,0.7152305628049963,247,0
2022-02-08 14:26:55.769103,0.2832624348364443,63,1
2022-02-08 14:26:55.820651,0.37472159387227766,281,0
2022-02-08 14:26:55.873214,0.40375083296046843,223,0
2022-02-08 14:26:55.925325,0.5074775271641838,150,1
2022-02-08 14:26:55.977482,0.20591698274579562,291,1
